user_id,step,timestamp
U131,purchase_completed,20-07-2026 04:45
U060,signup_started,20-07-2026 04:03
U154,visited_site,20-07-2026 04:04
U097,email_verified,20-07-2026 04:39
U045,details_filled,20-07-2026 04:35
U173,details_filled,20-07-2026 04:27
U013,visited_site,20-07-2026 03:47
U108,visited_site,20-07-2026 04:06
U070,signup_started,20-07-2026 04:02
U100,signup_started,20-07-2026 04:10
U200,details_filled,20-07-2026 04:19
U089,signup_started,20-07-2026 04:24
U139,visited_site,20-07-2026 03:57
U028,visited_site,20-07-2026 03:50
U180,details_filled,20-07-2026 04:24
U169,visited_site,20-07-2026 03:30
U045,signup_started,20-07-2026 04:11
U046,signup_started,20-07-2026 04:02
U158,details_filled,20-07-2026 04:35
U003,signup_started,20-07-2026 04:10
U038,signup_started,20-07-2026 04:21
U061,signup_started,20-07-2026 03:59
U022,details_filled,20-07-2026 04:30
U058,visited_site,20-07-2026 03:38
U066,visited_site,20-07-2026 03:39
U119,visited_site,20-07-2026 03:49
U087,signup_started,20-07-2026 04:23
U125,purchase_completed,20-07-2026 05:03
U018,details_filled,20-07-2026 04:32
U060,email_verified,20-07-2026 04:35
U009,visited_site,20-07-2026 04:06
U002,visited_site,20-07-2026 03:57
U185,visited_site,20-07-2026 03:44
U041,details_filled,20-07-2026 04:28
U125,visited_site,20-07-2026 03:42
U179,details_filled,20-07-2026 04:32
U111,purchase_completed,20-07-2026 04:53
U034,visited_site,20-07-2026 04:01
U104,signup_started,20-07-2026 03:47
U055,signup_started,20-07-2026 04:21
U188,visited_site,20-07-2026 03:55
U058,email_verified,20-07-2026 04:32
U152,details_filled,20-07-2026 04:16
U051,visited_site,20-07-2026 03:31
U021,details_filled,20-07-2026 04:03
U097,signup_started,20-07-2026 04:05
U019,signup_started,20-07-2026 04:03
U150,signup_started,20-07-2026 03:45
U029,details_filled,20-07-2026 04:21
U124,visited_site,20-07-2026 04:08
U080,email_verified,20-07-2026 04:31
U030,details_filled,20-07-2026 04:02
U105,signup_started,20-07-2026 03:46
U088,signup_started,20-07-2026 04:19
U166,visited_site,20-07-2026 03:36
U171,visited_site,20-07-2026 03:45
U044,details_filled,20-07-2026 04:17
U101,visited_site,20-07-2026 03:31
U037,visited_site,20-07-2026 03:48
U074,visited_site,20-07-2026 03:58
U003,visited_site,20-07-2026 03:52
U135,visited_site,20-07-2026 03:53
U044,signup_started,20-07-2026 03:53
U092,visited_site,20-07-2026 04:02
U056,visited_site,20-07-2026 04:08
U004,visited_site,20-07-2026 03:39
U096,email_verified,20-07-2026 04:27
U054,visited_site,20-07-2026 04:00
U115,purchase_completed,20-07-2026 04:46
U114,signup_started,20-07-2026 03:55
U139,signup_started,20-07-2026 03:54
U199,details_filled,20-07-2026 04:23
U196,details_filled,20-07-2026 04:20
U200,visited_site,20-07-2026 03:50
U078,signup_started,20-07-2026 03:57
U031,details_filled,20-07-2026 04:27
U151,details_filled,20-07-2026 04:08
U127,visited_site,20-07-2026 04:03
U074,email_verified,20-07-2026 04:32
U034,signup_started,20-07-2026 03:59
U029,visited_site,20-07-2026 04:00
U076,visited_site,20-07-2026 03:40
U102,visited_site,20-07-2026 03:30
U107,purchase_completed,20-07-2026 04:45
U073,visited_site,20-07-2026 04:03
U191,visited_site,20-07-2026 04:01
U027,signup_started,20-07-2026 04:18
U198,visited_site,20-07-2026 03:46
U090,visited_site,20-07-2026 03:44
U059,visited_site,20-07-2026 03:50
U067,signup_started,20-07-2026 04:13
U039,details_filled,20-07-2026 04:05
U028,signup_started,20-07-2026 03:59
U062,visited_site,20-07-2026 04:04
U016,visited_site,20-07-2026 03:57
U109,visited_site,20-07-2026 04:00
U054,signup_started,20-07-2026 03:47
U134,signup_started,20-07-2026 04:16
U051,signup_started,20-07-2026 04:08
U053,signup_started,20-07-2026 04:08
U117,purchase_completed,20-07-2026 05:07
U100,purchase_completed,20-07-2026 04:43
U133,signup_started,20-07-2026 04:05
U049,visited_site,20-07-2026 04:01
U192,visited_site,20-07-2026 03:54
U178,details_filled,20-07-2026 04:12
U066,signup_started,20-07-2026 04:00
U131,visited_site,20-07-2026 03:46
U094,visited_site,20-07-2026 03:49
U014,details_filled,20-07-2026 04:18
U087,email_verified,20-07-2026 04:20
U089,visited_site,20-07-2026 03:59
U167,visited_site,20-07-2026 03:46
U134,visited_site,20-07-2026 03:34
U075,signup_started,20-07-2026 04:13
U064,visited_site,20-07-2026 03:59
U140,purchase_completed,20-07-2026 04:46
U155,visited_site,20-07-2026 03:53
U103,visited_site,20-07-2026 03:37
U142,signup_started,20-07-2026 04:00
U173,visited_site,20-07-2026 03:35
U022,visited_site,20-07-2026 04:04
U093,visited_site,20-07-2026 03:33
U065,signup_started,20-07-2026 04:03
U144,signup_started,20-07-2026 04:11
U136,visited_site,20-07-2026 03:41
U135,purchase_completed,20-07-2026 04:53
U033,details_filled,20-07-2026 04:39
U091,email_verified,20-07-2026 04:45
U041,visited_site,20-07-2026 03:58
U114,purchase_completed,20-07-2026 04:52
U124,purchase_completed,20-07-2026 04:51
U145,visited_site,20-07-2026 04:05
U059,signup_started,20-07-2026 04:16
U050,visited_site,20-07-2026 04:02
U113,visited_site,20-07-2026 03:47
U012,visited_site,20-07-2026 04:03
U098,visited_site,20-07-2026 03:47
U015,signup_started,20-07-2026 03:49
U061,visited_site,20-07-2026 04:08
U032,visited_site,20-07-2026 04:01
U128,purchase_completed,20-07-2026 04:45
U063,signup_started,20-07-2026 04:05
U079,signup_started,20-07-2026 04:14
U113,purchase_completed,20-07-2026 04:50
U187,visited_site,20-07-2026 03:30
U107,visited_site,20-07-2026 03:43
U159,details_filled,20-07-2026 04:22
U002,signup_started,20-07-2026 04:23
U069,visited_site,20-07-2026 03:45
U091,visited_site,20-07-2026 04:09
U042,details_filled,20-07-2026 04:26
U053,visited_site,20-07-2026 03:44
U056,signup_started,20-07-2026 04:21
U008,visited_site,20-07-2026 04:09
U005,details_filled,20-07-2026 04:09
U096,visited_site,20-07-2026 04:06
U056,email_verified,20-07-2026 04:37
U037,signup_started,20-07-2026 04:13
U067,visited_site,20-07-2026 04:04
U171,details_filled,20-07-2026 04:36
U044,visited_site,20-07-2026 04:09
U015,visited_site,20-07-2026 04:04
U160,visited_site,20-07-2026 03:42
U129,purchase_completed,20-07-2026 05:02
U176,details_filled,20-07-2026 04:27
U139,purchase_completed,20-07-2026 05:04
U072,visited_site,20-07-2026 04:01
U074,signup_started,20-07-2026 03:46
U082,signup_started,20-07-2026 03:47
U162,visited_site,20-07-2026 03:31
U020,details_filled,20-07-2026 04:18
U146,signup_started,20-07-2026 04:02
U013,signup_started,20-07-2026 04:07
U067,email_verified,20-07-2026 04:53
U128,signup_started,20-07-2026 04:18
U047,signup_started,20-07-2026 04:06
U063,email_verified,20-07-2026 04:54
U119,signup_started,20-07-2026 03:58
U073,signup_started,20-07-2026 03:53
U025,details_filled,20-07-2026 04:32
U198,details_filled,20-07-2026 04:06
U085,signup_started,20-07-2026 03:52
U035,signup_started,20-07-2026 03:46
U153,details_filled,20-07-2026 04:36
U071,visited_site,20-07-2026 03:32
U036,visited_site,20-07-2026 03:48
U122,purchase_completed,20-07-2026 05:06
U050,signup_started,20-07-2026 04:16
U120,visited_site,20-07-2026 04:01
U177,visited_site,20-07-2026 03:51
U122,visited_site,20-07-2026 03:33
U122,signup_started,20-07-2026 04:03
U016,details_filled,20-07-2026 04:06
U164,visited_site,20-07-2026 04:09
U011,details_filled,20-07-2026 04:02
U106,purchase_completed,20-07-2026 05:04
U019,details_filled,20-07-2026 04:33
U115,signup_started,20-07-2026 04:07
U082,email_verified,20-07-2026 04:38
U140,signup_started,20-07-2026 03:55
U129,signup_started,20-07-2026 03:54
U062,signup_started,20-07-2026 04:18
U078,email_verified,20-07-2026 04:43
U141,visited_site,20-07-2026 03:33
U046,details_filled,20-07-2026 04:00
U060,visited_site,20-07-2026 03:44
U084,email_verified,20-07-2026 04:50
U038,visited_site,20-07-2026 03:54
U054,email_verified,20-07-2026 04:44
U034,details_filled,20-07-2026 04:37
U101,purchase_completed,20-07-2026 04:51
U011,visited_site,20-07-2026 03:50
U065,visited_site,20-07-2026 03:46
U146,visited_site,20-07-2026 03:43
U174,visited_site,20-07-2026 03:50
U014,signup_started,20-07-2026 04:12
U135,signup_started,20-07-2026 03:54
U055,email_verified,20-07-2026 04:16
U049,email_verified,20-07-2026 04:23
U028,details_filled,20-07-2026 04:17
U106,signup_started,20-07-2026 04:08
U110,purchase_completed,20-07-2026 04:51
U142,visited_site,20-07-2026 03:41
U043,details_filled,20-07-2026 04:25
U094,signup_started,20-07-2026 03:52
U109,purchase_completed,20-07-2026 05:01
U039,signup_started,20-07-2026 04:17
U013,details_filled,20-07-2026 04:32
U055,visited_site,20-07-2026 03:46
U080,signup_started,20-07-2026 04:12
U111,signup_started,20-07-2026 03:59
U121,signup_started,20-07-2026 04:06
U160,details_filled,20-07-2026 04:08
U075,email_verified,20-07-2026 04:32
U180,visited_site,20-07-2026 03:46
U064,email_verified,20-07-2026 04:17
U138,signup_started,20-07-2026 04:09
U032,signup_started,20-07-2026 03:53
U005,visited_site,20-07-2026 03:35
U116,visited_site,20-07-2026 03:34
U076,email_verified,20-07-2026 04:15
U193,visited_site,20-07-2026 03:38
U036,signup_started,20-07-2026 04:03
U009,details_filled,20-07-2026 04:20
U058,signup_started,20-07-2026 04:09
U116,purchase_completed,20-07-2026 05:00
U047,email_verified,20-07-2026 04:52
U112,signup_started,20-07-2026 04:06
U119,purchase_completed,20-07-2026 04:59
U165,details_filled,20-07-2026 04:30
U162,details_filled,20-07-2026 04:25
U189,visited_site,20-07-2026 03:36
U141,purchase_completed,20-07-2026 05:00
U126,purchase_completed,20-07-2026 04:50
U134,purchase_completed,20-07-2026 04:38
U027,details_filled,20-07-2026 04:24
U130,visited_site,20-07-2026 03:40
U184,details_filled,20-07-2026 04:19
U027,visited_site,20-07-2026 03:33
U184,visited_site,20-07-2026 04:03
U161,details_filled,20-07-2026 04:18
U100,visited_site,20-07-2026 03:52
U170,visited_site,20-07-2026 03:30
U040,visited_site,20-07-2026 03:59
U177,details_filled,20-07-2026 04:04
U062,email_verified,20-07-2026 04:35
U077,signup_started,20-07-2026 03:47
U120,purchase_completed,20-07-2026 05:02
U094,email_verified,20-07-2026 04:22
U112,purchase_completed,20-07-2026 04:34
U047,visited_site,20-07-2026 03:46
U085,visited_site,20-07-2026 03:31
U009,signup_started,20-07-2026 03:48
U145,signup_started,20-07-2026 03:51
U117,signup_started,20-07-2026 03:49
U110,visited_site,20-07-2026 03:31
U030,signup_started,20-07-2026 04:20
U066,email_verified,20-07-2026 04:42
U131,signup_started,20-07-2026 04:06
U064,signup_started,20-07-2026 04:04
U127,purchase_completed,20-07-2026 05:01
U006,signup_started,20-07-2026 03:51
U123,purchase_completed,20-07-2026 05:08
U040,signup_started,20-07-2026 03:50
U052,visited_site,20-07-2026 03:59
U192,details_filled,20-07-2026 04:27
U072,email_verified,20-07-2026 04:24
U157,visited_site,20-07-2026 03:48
U178,visited_site,20-07-2026 03:48
U023,details_filled,20-07-2026 04:00
U156,details_filled,20-07-2026 04:17
U137,visited_site,20-07-2026 04:09
U040,details_filled,20-07-2026 04:25
U188,details_filled,20-07-2026 04:38
U038,details_filled,20-07-2026 04:12
U183,details_filled,20-07-2026 04:34
U130,purchase_completed,20-07-2026 04:59
U057,visited_site,20-07-2026 03:32
U017,visited_site,20-07-2026 04:03
U133,purchase_completed,20-07-2026 05:05
U003,details_filled,20-07-2026 04:33
U117,visited_site,20-07-2026 03:42
U018,visited_site,20-07-2026 03:44
U104,purchase_completed,20-07-2026 04:55
U086,email_verified,20-07-2026 04:31
U107,signup_started,20-07-2026 03:50
U026,visited_site,20-07-2026 03:32
U195,details_filled,20-07-2026 04:37
U033,visited_site,20-07-2026 03:31
U068,signup_started,20-07-2026 04:06
U148,visited_site,20-07-2026 04:05
U017,details_filled,20-07-2026 04:05
U195,visited_site,20-07-2026 03:40
U017,signup_started,20-07-2026 03:48
U133,visited_site,20-07-2026 04:04
U182,visited_site,20-07-2026 03:33
U154,details_filled,20-07-2026 04:11
U051,email_verified,20-07-2026 04:43
U138,purchase_completed,20-07-2026 05:03
U189,details_filled,20-07-2026 04:21
U170,details_filled,20-07-2026 04:13
U137,purchase_completed,20-07-2026 04:49
U172,visited_site,20-07-2026 03:56
U104,visited_site,20-07-2026 04:08
U130,signup_started,20-07-2026 03:49
U187,details_filled,20-07-2026 04:00
U006,visited_site,20-07-2026 03:33
U190,details_filled,20-07-2026 04:12
U168,details_filled,20-07-2026 04:14
U108,signup_started,20-07-2026 03:56
U007,details_filled,20-07-2026 04:01
U010,details_filled,20-07-2026 04:14
U065,email_verified,20-07-2026 04:39
U095,visited_site,20-07-2026 03:35
U185,details_filled,20-07-2026 04:19
U083,signup_started,20-07-2026 03:57
U023,signup_started,20-07-2026 03:49
U148,signup_started,20-07-2026 04:12
U059,email_verified,20-07-2026 04:22
U068,visited_site,20-07-2026 04:08
U035,details_filled,20-07-2026 04:30
U095,signup_started,20-07-2026 04:13
U081,visited_site,20-07-2026 03:50
U089,email_verified,20-07-2026 04:25
U078,visited_site,20-07-2026 03:58
U087,visited_site,20-07-2026 03:31
U127,signup_started,20-07-2026 04:13
U163,visited_site,20-07-2026 03:37
U098,email_verified,20-07-2026 04:24
U090,email_verified,20-07-2026 04:28
U169,details_filled,20-07-2026 04:33
U144,visited_site,20-07-2026 03:55
U041,signup_started,20-07-2026 03:58
U015,details_filled,20-07-2026 04:23
U197,details_filled,20-07-2026 04:00
U079,email_verified,20-07-2026 04:46
U012,signup_started,20-07-2026 03:54
U022,signup_started,20-07-2026 04:24
U037,details_filled,20-07-2026 04:03
U175,details_filled,20-07-2026 04:25
U181,visited_site,20-07-2026 03:52
U092,email_verified,20-07-2026 04:49
U102,signup_started,20-07-2026 03:52
U042,signup_started,20-07-2026 04:09
U007,visited_site,20-07-2026 04:09
U166,details_filled,20-07-2026 04:16
U026,signup_started,20-07-2026 03:48
U164,details_filled,20-07-2026 04:36
U097,visited_site,20-07-2026 03:31
U140,visited_site,20-07-2026 04:03
U101,signup_started,20-07-2026 03:48
U115,visited_site,20-07-2026 03:35
U032,details_filled,20-07-2026 04:37
U031,visited_site,20-07-2026 03:48
U103,purchase_completed,20-07-2026 04:55
U163,details_filled,20-07-2026 04:28
U052,signup_started,20-07-2026 03:57
U023,visited_site,20-07-2026 03:33
U159,visited_site,20-07-2026 03:40
U071,email_verified,20-07-2026 04:30
U172,details_filled,20-07-2026 04:19
U155,details_filled,20-07-2026 04:03
U080,visited_site,20-07-2026 03:39
U179,visited_site,20-07-2026 03:59
U143,signup_started,20-07-2026 04:17
U093,email_verified,20-07-2026 04:23
U138,visited_site,20-07-2026 03:31
U120,signup_started,20-07-2026 04:16
U025,signup_started,20-07-2026 03:57
U036,details_filled,20-07-2026 04:07
U012,details_filled,20-07-2026 04:18
U118,visited_site,20-07-2026 03:33
U021,visited_site,20-07-2026 03:38
U091,signup_started,20-07-2026 04:08
U191,details_filled,20-07-2026 04:34
U069,signup_started,20-07-2026 04:21
U128,visited_site,20-07-2026 03:41
U141,signup_started,20-07-2026 04:12
U113,signup_started,20-07-2026 04:06
U143,visited_site,20-07-2026 03:49
U175,visited_site,20-07-2026 03:32
U057,signup_started,20-07-2026 04:12
U108,purchase_completed,20-07-2026 04:52
U004,signup_started,20-07-2026 03:49
U049,signup_started,20-07-2026 03:46
U136,signup_started,20-07-2026 04:00
U048,signup_started,20-07-2026 04:10
U099,purchase_completed,20-07-2026 04:49
U071,signup_started,20-07-2026 04:16
U024,details_filled,20-07-2026 04:14
U011,signup_started,20-07-2026 04:19
U070,email_verified,20-07-2026 04:51
U057,email_verified,20-07-2026 04:44
U102,purchase_completed,20-07-2026 05:07
U061,email_verified,20-07-2026 04:30
U088,visited_site,20-07-2026 03:32
U149,signup_started,20-07-2026 04:05
U075,visited_site,20-07-2026 04:03
U196,visited_site,20-07-2026 04:04
U016,signup_started,20-07-2026 04:03
U194,visited_site,20-07-2026 04:03
U123,visited_site,20-07-2026 03:53
U021,signup_started,20-07-2026 03:57
U085,email_verified,20-07-2026 04:28
U029,signup_started,20-07-2026 03:49
U103,signup_started,20-07-2026 03:56
U083,visited_site,20-07-2026 03:48
U157,details_filled,20-07-2026 04:06
U026,details_filled,20-07-2026 04:35
U126,visited_site,20-07-2026 03:46
U197,visited_site,20-07-2026 03:49
U084,visited_site,20-07-2026 03:33
U081,email_verified,20-07-2026 04:37
U168,visited_site,20-07-2026 03:39
U105,purchase_completed,20-07-2026 05:01
U118,signup_started,20-07-2026 03:51
U151,visited_site,20-07-2026 03:30
U025,visited_site,20-07-2026 04:00
U031,signup_started,20-07-2026 03:58
U010,signup_started,20-07-2026 03:45
U007,signup_started,20-07-2026 04:20
U167,details_filled,20-07-2026 04:27
U077,email_verified,20-07-2026 04:20
U194,details_filled,20-07-2026 04:19
U147,visited_site,20-07-2026 04:03
U018,signup_started,20-07-2026 03:51
U110,signup_started,20-07-2026 04:06
U033,signup_started,20-07-2026 04:24
U153,visited_site,20-07-2026 03:50
U024,signup_started,20-07-2026 04:01
U149,visited_site,20-07-2026 04:01
U152,visited_site,20-07-2026 04:07
U020,signup_started,20-07-2026 03:46
U161,visited_site,20-07-2026 03:37
U156,visited_site,20-07-2026 03:46
U132,purchase_completed,20-07-2026 05:04
U006,details_filled,20-07-2026 04:11
U086,signup_started,20-07-2026 03:50
U137,signup_started,20-07-2026 04:12
U109,signup_started,20-07-2026 04:19
U084,signup_started,20-07-2026 04:04
U092,signup_started,20-07-2026 03:46
U123,signup_started,20-07-2026 04:13
U096,signup_started,20-07-2026 03:55
U098,signup_started,20-07-2026 04:11
U132,signup_started,20-07-2026 03:48
U081,signup_started,20-07-2026 04:02
U124,signup_started,20-07-2026 03:58
U125,signup_started,20-07-2026 04:09
U052,email_verified,20-07-2026 04:15
U008,signup_started,20-07-2026 04:15
